Date,Close,High,Low,Open,Volume
16-04-2010,90.7039566,92.1706009,90.24040543,91.84383541,366786700
19-04-2010,91.04590607,91.13709845,90.02761725,90.43797426,217947800
20-04-2010,91.85900879,91.93500533,91.09149476,91.61583494,157708000
21-04-2010,91.69184875,92.12500244,91.18269851,91.91222021,192910100
22-04-2010,91.96541595,92.07940499,90.52157416,91.04591445,115360300
23-04-2010,92.56574249,92.60374077,91.66903773,91.90461659,177335500
26-04-2010,92.21621704,92.80135822,92.12503042,92.59617674,143457300
27-04-2010,90.0352478,92.20861183,89.8604638,91.68427141,355853300
28-04-2010,90.71915436,90.94713244,89.87564356,90.46838542,300674100
29-04-2010,91.84383392,92.03381372,91.24349707,91.26629371,193775000
30-04-2010,90.28601837,91.95784446,90.26322172,91.85905123,270000900
03-05-2010,91.45627594,91.70705067,90.58236769,90.71915338,182747900
04-05-2010,89.30569458,90.4531741,88.84974426,90.43797827,360353400
05-05-2010,88.77375793,89.51848128,88.12782779,88.57617733,328973200
06-05-2010,85.82525635,88.91052573,79.79149745,88.34818727,647356600
07-05-2010,84.54860687,86.45599978,83.14275759,85.59729322,637558800
10-05-2010,88.27219391,88.6445526,87.32229516,88.00621762,396159600
11-05-2010,88.02142334,89.18409854,87.32229922,87.44388325,317849800
12-05-2010,89.25248718,89.38167782,88.21899684,88.37098413,235607100
13-05-2010,88.14302826,89.42729359,88.0670375,89.0093357,234452500
14-05-2010,86.54719543,87.64148092,85.77208042,87.48189858,345601400
17-05-2010,86.5927887,87.0259424,84.93616464,86.78276849,325739800
18-05-2010,85.41492462,87.55789667,85.13375241,87.29952111,360556800
19-05-2010,84.92856598,85.69608015,83.86467801,84.936161,394742700
20-05-2010,81.72171783,83.50752693,81.66852372,83.11996649,530418300
21-05-2010,82.91477966,83.11995528,80.06508283,80.48304068,500909400
24-05-2010,81.85089111,83.12755552,81.77490036,82.46642377,269823000
25-05-2010,81.93448639,81.97248467,79.32036253,79.87510609,396505200
26-05-2010,81.44052124,83.18833733,81.19734738,82.43601911,349719300
27-05-2010,84.1686554,84.19905286,82.66401277,82.97558244,300870500
28-05-2010,83.11238861,84.13827866,82.71722727,84.07748372,297933500
01-06-2010,81.71411133,83.55311442,81.59252727,82.33724485,277909400
02-06-2010,83.84187317,83.84946819,81.6989016,82.13205525,240243700
03-06-2010,84.13066864,84.39663925,83.27196188,84.08507534,226618300
04-06-2010,81.17454529,83.08194355,80.90097399,82.53480096,398475600
07-06-2010,80.16385651,81.77488693,80.10306739,81.46331735,264609100
08-06-2010,81.02257538,81.18215769,79.52553385,80.22465802,357774300
09-06-2010,80.58943939,82.28405609,80.24747225,81.49373936,268023300
10-06-2010,82.94519043,83.04397785,80.58184101,81.96489386,317890600
11-06-2010,83.34792328,83.40111738,82.16245139,82.2156455,214128200
14-06-2010,83.21873474,84.44220485,83.13514318,83.98624879,207196100
15-06-2010,85.11096954,85.18696032,83.65952076,83.8039073,238268700
16-06-2010,85.08054352,85.43010562,84.50300337,84.6701865,216374000
17-06-2010,85.21734619,85.36173271,84.38903697,85.32373443,263185800
18-06-2010,85.3097229,85.61513208,85.03484998,85.38607519,174006600
21-06-2010,85.06539917,86.43212108,84.59200558,86.37104274,213140700
22-06-2010,83.66048431,85.4395213,83.53832181,85.06539098,239355400
23-06-2010,83.40087128,84.01169535,82.82822043,83.71391737,254639900
24-06-2010,82.01891327,83.09550022,81.80512444,82.9886058,268523600
25-06-2010,82.36247253,82.78241303,81.52257988,82.26320932,238726500
28-06-2010,82.10287476,82.70606779,81.80509673,82.48464206,169218600
29-06-2010,79.56794739,82.08761413,79.06401753,80.94994328,373649500
30-06-2010,78.8120575,80.07952215,78.55245265,79.34652949,284101700
01-07-2010,78.46079254,79.01816936,77.21622781,78.75857048,382924800
02-07-2010,78.03323364,78.96474678,77.590388,78.72805292,233385200
06-07-2010,78.54482269,79.69012483,77.78891909,79.13274189,256935300
07-07-2010,81.0186615,81.11791891,78.65933642,78.7433257,253769400
08-07-2010,81.82038879,81.91200924,80.86597033,81.69822043,210842100
09-07-2010,82.43119812,82.4388351,81.64475838,81.79746298,144999900
12-07-2010,82.48462677,82.64496831,81.81271854,82.15630672,131283600
13-07-2010,83.72919464,84.05750888,83.1718119,83.33979042,213025900
14-07-2010,83.72157288,84.049893,83.11837982,83.46196807,184426800
15-07-2010,83.74449158,84.03463268,82.59155247,83.69104438,232337900
16-07-2010,81.43859863,83.38560826,81.27825125,83.29398201,282693400
19-07-2010,81.91963959,82.17923859,81.10265768,81.73639289,186709000
20-07-2010,82.8282547,82.88933305,80.79724941,80.83542848,258162400
21-07-2010,81.75166321,83.27873267,81.41570606,83.25582756,264527000
22-07-2010,83.57650757,83.94300679,82.71371545,82.72134661,274781300
23-07-2010,84.30184937,84.42401186,83.17181571,83.40850955,222020800
26-07-2010,85.17993164,85.26392093,84.21024511,84.44693901,184445700
27-07-2010,85.17229462,85.73730864,84.8363375,85.64568238,204855600
28-07-2010,84.62253571,85.25627078,84.34002582,84.996666,163056200
29-07-2010,84.21025085,85.37845813,83.53834235,85.14939536,220149100
30-07-2010,84.19494629,84.64543467,83.20999192,83.35505951,220070600
02-08-2010,86.09615326,86.2335897,85.16464022,85.50822842,188263200
03-08-2010,85.68387604,86.10381668,85.40136606,85.88239672,146657300
04-08-2010,86.25650024,86.36339462,85.63803911,85.92054317,158171700
05-08-2010,86.16487885,86.21069488,85.57695976,85.70675925,140473800
06-08-2010,85.81364441,85.95108086,84.69124773,85.31734581,239728300
09-08-2010,86.27174377,86.41681716,85.76017716,86.2182966,120800400
10-08-2010,85.80601501,86.26414043,85.03484927,85.53877907,242916300
11-08-2010,83.45436096,84.51567393,83.31692446,84.48513184,273406900
12-08-2010,82.94277191,83.24054998,82.15633211,82.19451117,239542600
13-08-2010,82.69842529,83.19472392,82.5991679,82.68315717,158698500
16-08-2010,82.66027832,82.92751433,81.83565935,82.13343745,147895300
17-08-2010,83.67577362,84.28660377,83.13366463,83.37036437,172270300
18-08-2010,83.82849121,84.27897397,83.15658265,83.6376075,182922100
19-08-2010,82.37012482,83.5994162,82.02653652,83.39326439,265847600
20-08-2010,82.10287476,82.41592674,81.5073187,82.12577986,209714200
23-08-2010,81.78981781,82.89694051,81.75163875,82.49226815,163490300
24-08-2010,80.57579803,81.2324382,80.14822056,80.89648114,280677800
25-08-2010,80.88887024,81.19427947,79.62903678,80.13296667,272234800
26-08-2010,80.34674072,81.37751117,80.07949898,81.2706168,224439500
27-08-2010,81.59130096,81.67529023,79.64428557,80.85067153,272649000
30-08-2010,80.4078598,81.62952032,80.40022865,81.3775524,167238600
31-08-2010,80.4078598,80.91943262,79.78176141,80.11008165,273933100
01-09-2010,82.81297302,82.92750439,81.43861405,81.49206125,256828100
02-09-2010,83.58414459,83.59941272,82.83587802,83.01149357,156112200
03-09-2010,84.66837311,84.74472542,83.95064854,84.40113709,212197300
07-09-2010,83.71393585,84.37821307,83.64522053,84.27131869,141973700
08-09-2010,84.30184937,84.63780059,83.84372399,83.88190305,149924400
09-09-2010,84.6912384,85.27152621,84.46218157,85.24862111,147017900
10-09-2010,85.11885834,85.21811576,84.65310166,84.84398536,127819000
13-09-2010,86.06562042,86.24123012,85.61513198,85.95872605,178503500
14-09-2010,86.0121994,86.50086122,85.57698478,85.89766801,209823600
15-09-2010,86.34046936,86.43972673,85.5005827,85.7601816,168608400
16-09-2010,86.31762695,86.37107417,85.783149,86.07329601,199962900
17-09-2010,86.34983826,86.85647183,86.1118772,86.7720329,195836900
20-09-2010,87.67016602,87.86207164,86.3728821,86.64922667,214555200
21-09-2010,87.49359131,88.15374109,87.13280789,87.73923021,268389100
22-09-2010,87.06372833,87.84670643,86.81808941,87.35542858,191322400
23-09-2010,86.35752869,87.25564558,86.11188973,86.34985082,202354300
24-09-2010,88.13839722,88.19980841,87.24028048,87.31704154,209671800
27-09-2010,87.71617889,88.26886777,87.63174585,88.169079,128761800
28-09-2010,88.02323914,88.30726147,86.87948366,87.83133358,209207500
29-09-2010,87.86974335,88.2074991,87.52430973,87.80065428,179665800
30-09-2010,87.60874176,88.88299775,87.19422496,88.31495881,287106700
01-10-2010,87.97718811,88.3686771,87.45520474,88.26888246,174638700
04-10-2010,87.31703186,88.16141517,86.87948741,87.79295977,166153200
05-10-2010,89.07492828,89.28986168,88.0232832,88.12307789,229634100
06-10-2010,89.06719208,89.29748105,88.70640875,89.05951422,148626600
07-10-2010,88.95973969,89.45101744,88.42240647,89.42798971,164860000
08-10-2010,89.45869446,89.70433333,88.74480556,89.08256121,177760100
11-10-2010,89.54316711,89.78880608,89.23611694,89.59690046,103098300
12-10-2010,89.81947327,90.080462,88.77550663,89.25142863,182210000
13-10-2010,90.518013,91.00161876,90.10349629,90.31843544,194347200
14-10-2010,90.16490173,90.58709628,89.59686295,90.43356833,217764300
15-10-2010,90.34914398,90.84809966,89.62758299,90.79436633,243705000
18-10-2010,90.7943573,91.0937295,90.04976279,90.37984059,141204800
19-10-2010,89.60452271,90.46425564,89.05950591,89.95762814,280604700
20-10-2010,90.47964478,90.91718926,89.71202246,89.76575579,200051800
21-10-2010,90.67921448,91.41613114,89.97300341,90.88647577,221585500
22-10-2010,90.84810638,90.98627865,90.57943973,90.81740079,108212400
25-10-2010,91.11676788,91.93045153,91.04768468,91.45452358,151145700
26-10-2010,91.13214111,91.22425206,90.47966318,90.65621307,158982900
27-10-2010,90.87112427,90.97091891,90.01139105,90.49499099,190024000
28-10-2010,90.88646698,91.43147802,90.44892257,91.39309457,168576000
29-10-2010,90.95558167,91.1321374,90.63318164,90.79438165,144305500
01-11-2010,90.98628235,91.92278262,90.46429888,91.40079915,174074800
02-11-2010,91.70781708,91.92275034,91.42379478,91.66943363,158345900
03-11-2010,92.07631683,92.13005017,90.92488308,91.86906133,226702800
04-11-2010,93.84950256,93.89555803,92.09164682,93.09723014,215039400
05-11-2010,94.2026062,94.35612831,93.78808947,93.91090599,180654100
08-11-2010,94.02601624,94.17954415,93.60382765,93.91087177,156107100
09-11-2010,93.35054016,94.37915114,92.97440691,94.27936236,186621600
10-11-2010,93.72667694,93.77273826,92.62130487,93.32751594,221387400
11-11-2010,93.37356567,93.51173791,92.63664905,92.92067138,158017600
12-11-2010,92.26818085,93.1509475,91.84599218,92.74410869,239068800
15-11-2010,92.13772583,92.92070404,92.09934822,92.55992054,163940800
16-11-2010,90.70225525,91.72318847,90.26470491,91.56966635,299566200
17-11-2010,90.74830627,91.12443955,90.47196179,90.74062841,172308900
18-11-2010,92.08398438,92.41406225,91.61573423,91.6234121,197723700
19-11-2010,92.33730316,92.37568077,91.53897513,92.03793088,156852900
22-11-2010,92.26055908,92.2989367,91.17053058,91.87674779,181361000
23-11-2010,90.92487335,91.3624179,90.57176774,91.17051229,222309000
24-11-2010,92.26818085,92.29121443,91.48520882,91.50055869,140046100
26-11-2010,91.19354248,91.96883688,91.19354248,91.46988701,76007800
29-11-2010,91.46987152,91.71551041,90.37984346,90.96323802,223642300
30-11-2010,90.95558167,91.47756516,90.43359817,90.56409844,233930700
01-12-2010,92.8899765,93.06652635,92.26052645,92.26819845,221037200
02-12-2010,94.0798111,94.14890017,92.98211069,93.03584403,191213600
03-12-2010,94.33311462,94.44058129,93.7343701,93.75739783,151288900
06-12-2010,94.23329926,94.44823253,94.03371585,94.13350463,103050500
07-12-2010,94.28705597,95.19285059,94.23332264,95.13911726,206581000
08-12-2010,94.63250732,94.70926841,93.96467945,94.40222407,138019200
09-12-2010,95.00094604,95.20052364,94.53269593,95.16214604,123705100
10-12-2010,95.55364227,95.64575322,94.97792545,95.2926476,117571700
13-12-2010,95.61502838,96.10630617,95.58432279,95.99116751,133812700
14-12-2010,95.69949341,96.12936598,95.40779897,95.76090461,147249600
15-12-2010,95.26192474,95.89905265,95.10072477,95.52291937,160823100
16-12-2010,95.81459808,95.88368712,94.9932426,95.32332037,185035200
17-12-2010,95.91725159,96.04071401,95.54685254,95.7474856,141075300
20-12-2010,96.14875031,96.38025046,95.67032529,96.17961738,119085500
21-12-2010,96.7583847,96.82011888,96.35712435,96.44971973,94965500
22-12-2010,97.05927277,97.09013983,96.77376269,96.82777859,78878100
23-12-2010,96.92041779,97.05931671,96.68120526,96.95128487,70053700
27-12-2010,96.95900726,97.05160263,96.48829455,96.55774107,58126000
28-12-2010,97.09789276,97.19048811,96.84324378,97.15190868,55309100
29-12-2010,97.16732788,97.38339152,97.15189729,97.21363144,58033100
30-12-2010,97.01300812,97.32938537,96.86639097,97.07474227,76616900
31-12-2010,97.03614807,97.1287493,96.71205261,96.8663821,91218900
03-01-2011,98.0393219,98.46373101,96.99757708,97.77695466,138725200
04-01-2011,97.98529816,98.28624481,97.37568662,98.25537773,137409700
05-01-2011,98.49459839,98.55633255,97.58404013,97.67664137,133975300
06-01-2011,98.301651,98.64118288,98.00842267,98.53315108,122519000
07-01-2011,98.10878754,98.5949309,97.34484629,98.43288311,156034600
10-01-2011,97.98529816,98.12419706,97.38339897,97.67663327,122401700
11-01-2011,98.33254242,98.57175491,97.96214337,98.34026066,110287000
12-01-2011,99.21993256,99.32796436,98.35567221,98.93442245,107929200
13-01-2011,99.05791473,99.3048514,98.81098985,99.25855372,129048400
14-01-2011,99.77553558,99.79868442,98.84954691,98.91899341,117677900
18-01-2011,99.94534302,100.0379384,99.56722562,99.68296984,114401300
19-01-2011,98.96530914,99.9607445,98.7029478,99.86043679,151958400
20-01-2011,98.83415222,99.08107714,98.10107215,98.74155096,175745700
21-01-2011,99.05791473,99.67524462,98.94988289,99.45146857,151462900
24-01-2011,99.62122345,99.73696764,98.97302067,98.99616951,113715500
25-01-2011,99.67523956,99.76012256,98.85728251,99.35885639,167552200
26-01-2011,100.0610809,100.3543153,99.72154889,99.92218788,141281500
27-01-2011,100.307991,100.477757,99.90672492,100.0842032,123302700
28-01-2011,98.55632019,100.5857878,98.39427245,100.4237342,295637300
31-01-2011,99.29712677,99.37429742,98.57948917,98.82642584,149249200
01-02-2011,100.8867188,101.0641971,99.83726186,99.89899601,167194300
02-02-2011,100.6938171,100.9638908,100.5703488,100.6243589,118323600
03-02-2011,100.9175949,101.0719244,99.98389382,100.5163288,145886700
04-02-2011,101.2031403,101.2417256,100.4932149,100.9562153,134634800
07-02-2011,101.8358688,102.1676767,101.4191663,101.4268904,112439100
08-02-2011,102.2988663,102.3528763,101.6506636,101.9284614,99072800
09-02-2011,102.0673828,102.3451806,101.5580848,102.0210851,146436700
10-02-2011,102.1059723,102.2217165,101.3188764,101.5503766,162708500
11-02-2011,102.7155762,102.8467568,101.6815555,101.7047043,137710300
14-02-2011,102.962471,103.047354,102.5380679,102.6538121,101690700
15-02-2011,102.6384048,102.8004585,102.1059698,102.646129,119575400
16-02-2011,103.2866211,103.4100777,102.777323,102.9856744,130183500
17-02-2011,103.5952377,103.7341307,102.8930251,102.9856322,109810500
18-02-2011,103.8113556,103.9348239,103.4486747,103.6878872,130002400
22-02-2011,101.7278595,103.8344863,101.4500616,102.7232949,233116400
23-02-2011,101.1027908,101.9130353,100.4777488,101.6660987,227584000
24-02-2011,101.0333328,101.4268866,100.0841953,100.9947593,260431400
25-02-2011,102.1136932,102.1754274,101.3960438,101.457778,141686900
28-02-2011,102.7464066,102.877599,102.1522375,102.4917694,141585500
01-03-2011,101.0333328,103.1631197,101.0024716,103.0705244,258565500
02-03-2011,101.2494202,101.7201328,100.5857927,100.8944517,200277400
03-03-2011,102.9933624,103.1091066,102.159969,102.1676814,176480100
04-03-2011,102.2217255,103.1168532,101.5503855,102.9162142,277202300
07-03-2011,101.4191666,102.7541455,100.8867316,102.5226454,216790400
08-03-2011,102.3065796,102.630675,101.1413784,101.581218,174615000
09-03-2011,102.1599884,102.4763716,101.5503827,102.1059784,153806000
10-03-2011,100.2694321,101.2262823,100.1691126,101.0873892,301291800
11-03-2011,100.9638977,101.3265785,99.92216474,99.94531357,225621800
14-03-2011,100.3542938,100.6861017,99.59034688,100.3079961,234974100
15-03-2011,99.20453644,99.79871751,97.61491986,97.68436639,359585400
16-03-2011,97.36798859,99.21226007,96.67349391,98.88815274,468670300
17-03-2011,98.65662384,99.0733205,98.07787946,98.77237389,254303700
18-03-2011,99.01548004,99.88349513,98.82172715,99.85248805,230435400
21-03-2011,100.5500107,100.7592553,100.1314978,100.2477566,153992600
22-03-2011,100.2012329,100.6662445,100.1082353,100.534494,129538600
23-03-2011,100.4879761,100.7514771,99.44946369,99.92220927,148603100
24-03-2011,101.4490128,101.5962669,100.4957518,101.061507,159129800
25-03-2011,101.7590332,102.2007837,101.4412756,101.7125344,155642800
28-03-2011,101.5109863,102.2394989,101.4799911,101.9759979,109762400
29-03-2011,102.1929932,102.2239884,101.0924785,101.4257277,129798800
30-03-2011,102.8982849,103.2005389,102.5805273,102.7277814,135835000
31-03-2011,102.7587814,103.0455438,102.6502803,102.7665391,132537100
01-04-2011,103.1927567,103.6732717,102.9447592,103.3942672,153850100
04-04-2011,103.278038,103.5957956,102.9835417,103.4097886,100768900
05-04-2011,103.2624969,103.7197507,103.0299912,103.07649,120791500
06-04-2011,103.5880356,103.8515366,103.1695228,103.7585391,120411600
07-04-2011,103.3245239,103.8360225,102.8130136,103.402018,170731500
08-04-2011,102.9680481,103.843815,102.5417893,103.7818127,147945400
11-04-2011,102.6580276,103.4252815,102.4100183,103.0765287,121385400
12-04-2011,101.8907852,102.2860369,101.5187829,102.0845381,161187400
13-04-2011,101.8830261,102.4410236,101.4955203,102.3635295,162059000
14-04-2011,101.9605026,102.1155025,100.9607431,101.2939923,161220400
15-04-2011,102.3325195,102.5882748,101.8442703,102.1465243,170006700
18-04-2011,101.1855011,102.324769,100.3717366,101.2087505,210759300
19-04-2011,101.7667465,101.7977536,101.0924904,101.3404879,124258800
20-04-2011,103.1540527,103.3788009,102.9137892,102.9835492,156133800
21-04-2011,103.6810379,103.7275367,103.1540358,103.6887838,135935400
25-04-2011,103.5725403,103.7430438,103.2315333,103.6035355,65757100
26-04-2011,104.4638062,104.6730626,103.781804,103.8903051,146600000
27-04-2011,105.1457977,105.3007976,104.2390358,104.6652944,143031000
28-04-2011,105.4868088,105.6263052,104.9443031,104.9597948,124791100
29-04-2011,105.7347794,105.8432923,105.3860267,105.5255348,115094100
02-05-2011,105.5720596,106.316064,105.3628032,106.2308241,126278700
03-05-2011,105.1923523,105.5488629,104.6575922,105.3706135,138375000
04-05-2011,104.494812,105.1923177,104.0298003,105.1458189,182678500
05-05-2011,103.5493011,104.5878139,103.0920471,103.9135575,226900000
06-05-2011,104.0065308,105.1148032,103.6035215,104.5800435,222787200
09-05-2011,104.4095535,104.7118075,103.8360407,103.9987984,114104500
10-05-2011,105.3007965,105.4868035,104.6265404,104.7582909,114806900
11-05-2011,104.1925278,105.161292,103.7120245,105.1457884,193564200
12-05-2011,104.6885529,104.9055551,103.3787816,103.9135414,171550700
13-05-2011,103.8825531,104.8900706,103.5105508,104.7428165,157444900
16-05-2011,103.2237701,104.3242849,103.0532667,103.5105206,141675400
17-05-2011,103.2083054,103.3478136,102.3945407,102.8363031,192686200
18-05-2011,104.1305542,104.2390553,103.0377851,103.262545,135217900
19-05-2011,104.3785782,104.649837,103.8050771,104.4715876,119489500
20-05-2011,103.5493011,104.3785574,103.3555482,104.1073104,182594900
23-05-2011,102.3479843,102.8594946,101.9837281,102.285982,168700000
24-05-2011,102.2627563,102.8672643,102.0690035,102.6425162,147199600
25-05-2011,102.6037903,103.030049,101.8210328,101.852028,151050100
26-05-2011,103.0765457,103.2625528,102.1310306,102.3247835,164850000
27-05-2011,103.4717484,103.7507529,103.0455016,103.3632472,120921900
31-05-2011,104.5490265,104.56453,103.7275163,104.4482831,164731200
01-06-2011,102.2007904,104.5645785,102.1155386,104.2468208,233094300
02-06-2011,102.0922546,102.487518,101.4955043,102.2705158,200466800
03-06-2011,101.0770111,101.8520227,100.81351,100.8677547,234690200
06-06-2011,100.0074997,101.0305208,99.87574913,100.8212643,179951200
07-06-2011,99.94550323,100.8057666,99.86025148,100.5190043,161660500
08-06-2011,99.52695465,100.1237167,99.34094767,99.79045567,198696400
09-06-2011,100.2864838,100.6972389,99.55798289,99.79823456,160964400
10-06-2011,98.89146423,99.92222501,98.62796317,99.8602345,238629400
13-06-2011,98.96897125,99.38748411,98.46521848,99.11622534,207599800
14-06-2011,100.2244873,100.5732401,99.83698158,99.87572269,160570400
15-06-2011,98.44194794,100.2089789,98.17844689,99.38746873,300958000
16-06-2011,98.65895081,99.17820701,97.89943705,98.47294382,308032800
17-06-2011,98.95337677,99.64655617,98.6184694,99.63876597,233284900
20-06-2011,99.45963287,99.66992674,98.58732038,98.61847524,159479000
21-06-2011,100.8226547,101.0173682,99.49860521,99.97370666,193157300
22-06-2011,100.2151184,101.1030113,100.1528087,100.5110867,176703000
23-06-2011,99.92692566,100.191733,98.28354398,99.03903297,334286500
24-06-2011,98.76643372,99.98144356,98.61845556,99.90356532,226129300
27-06-2011,99.64655304,100.0281838,98.63404076,98.82875421,168904700
28-06-2011,100.9472198,100.9628002,99.90355883,100.0437468,165556300
29-06-2011,101.8117828,101.9753355,100.9628349,101.4067755,244295500
30-06-2011,102.7853317,102.9488844,101.8039803,102.1388817,223322700
01-07-2011,104.3040848,104.4442846,102.6373384,102.8787811,202385700
05-07-2011,104.2184067,104.4287005,103.8912896,104.195042,165936000
06-07-2011,104.3430328,104.4754365,103.6732182,103.9691864,143331600
07-07-2011,105.4256134,105.6904207,105.051767,105.2698451,170464200
08-07-2011,104.6779556,105.4256606,103.8913175,104.2340151,194100500
11-07-2011,102.7853317,103.7277381,102.543889,103.3928367,195918600
12-07-2011,102.3414001,103.4162224,102.3102512,102.5672744,214675700
13-07-2011,102.6840973,103.7589195,102.4348702,102.8788108,204062600
14-07-2011,101.9753265,103.4162109,101.7806131,102.9411096,226111800
15-07-2011,102.5672455,102.7074334,101.8507015,102.5438808,220012800
18-07-2011,101.7261047,102.2479354,100.9628313,102.092167,196872100
19-07-2011,103.3772812,103.5019007,102.27131,102.2946747,166554900
20-07-2011,103.314949,103.7043759,103.135816,103.6420781,137145400
21-07-2011,104.7480392,105.0050624,103.3305198,103.8990797,245246300
22-07-2011,104.8181763,104.9272154,104.1795103,104.7714469,126019400
25-07-2011,104.2339935,104.7480398,103.712163,103.821202,136653800
26-07-2011,103.844574,104.3352556,103.6109155,104.1639069,131278200
27-07-2011,101.7183075,103.2993797,101.5858919,103.2682189,249020100
28-07-2011,101.4223557,102.6295816,101.2587911,101.7183239,207939900
29-07-2011,100.7291565,101.679359,99.66991492,100.4020393,307038400
01-08-2011,100.3008041,101.9987118,99.32723676,101.9052413,325790900
02-08-2011,97.73836517,100.0827169,97.73836517,99.54530582,346653800
03-08-2011,98.26795959,98.37699863,96.21178652,97.87074853,370830800
